tab2.txt
  Starting - Character - Format - Unit - Explanation 
1  F5.2  none    log# (age in years)
7    I5  Mo/Myr  best SFR# (Z=0.008) (Units are 10^-6 solar mass/yr)
13   I5  Mo/Myr  lower-limit SFR# (Z=0.008)
19   I5  Mo/Myr  upper-limit SFR# (Z=0.008)
25   I5  Mo/Myr  best SFR# (Z=0.004)
31   I5  Mo/Myr  lower-limit SFR# (Z=0.004)
37   I5  Mo/Myr  upper-limit SFR# (Z=0.004)
43   I5  Mo/Myr  best SFR# (Z=0.0025)
49   I5  Mo/Myr  lower-limit SFR# (Z=0.0025)
55   I5  Mo/Myr  upper-limit SFR# (Z=0.0025)
61   I5  Mo/Myr  best SFR# (Z=0.001)
67   I5  Mo/Myr  lower-limit SFR# (Z=0.001)
73   I5  Mo/Myr  upper-limit SFR# (Z=0.001)
tab2.txt
                             # Region AA
                      # ( 04h  31m  -72d  17m )
 7.70      0     0    20     0     0     0     0     0     0     0     0     0
 7.40      2     0    35     0     0     0     0     0     0     0     0     0
 7.10      0     0    38     0     0     0     0     0     0     0     0     0
 6.80      0     0    69     0     0     0     0     0     0     0     0     0
                             # Region BF_10
                      # ( 04h  36m  -70d  23m )
10.20      0     0     3     0     0     5     1     0    14    44    34    59
10.00      0     0     3     0     0     4     0     0     9    25    13    39
 9.80      0     0     4     0     0     6     0     0    10     0     0    15
 9.60      0     0     6     0     0     9     0     0    13    75    59    93
 9.40      0     0    13     1     0    19   124   106   143    59    42    76
 9.20      0     0    14     0     0    11    51    35    67     0     0    12
 9.00      0     0    10     0     0    12     0     0    11     0     0    10
 8.80      0     0    14     0     0    13     0     0    13    14     2    28
 8.60      0     0    17     0     0    18    30    13    50     0     0    13
 8.40      0     0    15     0     0    14     0     0    15     0     0    17
 8.20      0     0    18     0     0    17     0     0    16     0     0    22
 8.00      0     0    17     0     0    28     0     0    38    22     0    52
 7.70      0     0    17     0     0     0     0     0     0     0     0     0
 7.40     12     0    38     0     0     0     0     0     0     0     0     0
 7.10      0     0    46     0     0     0     0     0     0     0     0     0
 6.80      1     0    91     0     0     0     0     0     0     0     0     0
                             # Region BF_11
                      # ( 04h  36m  -70d  12m )
10.20      0     0     2     0     0     4     0     0     8    50    39    63
10.00      0     0     2     0     0     3     0     0     7     9     0    22
 9.80      0     0     3     0     0     4     0     0     8    36    23    50
 9.60      0     0     3     0     0     6     0     0    11     0     0    14
 9.40      0     0     7     0     0    17   177   160   195     0     0    14
 9.20      0     0    14     6     0    22    54    39    70     0     0    11
 9.00      0     0    13     0     0    13     0     0    11     0     0    10
 8.80     15     2    33     0     0    13     0     0    13    12     3    25
 8.60      0     0    15     9     0    28     5     0    24     0     0    12
 8.40      0     0    11     0     0    11     0     0    13     0     0    17
 8.20      0     0     9     0     0    12     0     0    17     9     0    31
 8.00      0     0    12     0     0    16     0     0    21     2     0    24
 7.70      5     0    21     0     0     0     0     0     0     0     0     0
 7.40      0     0    16     0     0     0     0     0     0     0     0     0
 7.10      0     0    26     0     0     0     0     0     0     0     0     0
 6.80      5     0    57     0     0     0     0     0     0     0     0     0
                             # Region BG
                      # ( 04h  35m  -69d  54m )
10.20      0     0     3     0     0     5     0     0    11    82    67   100
10.00      0     0     2     0     0     4     0     0     9    22     8    41
 9.80      0     0     3     0     0     4     0     0     9    63    46    82
 9.60      0     0     3     0     0     7     0     0    13     0     0    19
 9.40      0     0     7     7     0    29   287   264   310    19     0    39
 9.20      4     0    24     0     0    19    79    59   100     0     0    15
 9.00      0     0    17     0     0    17     0     0    16     0     0    14
 8.80     53    32    77     0     0    19     5     0    24     6     0    21
 8.60      0     0    20     0     0    22    22     2    47     0     0    15
 8.40      0     0    23     0     0    20     0     0    20     0     0    21
 8.20      0     0    32     6     0    41    41    10    79     0     0    37
 8.00      0     0    36     0     0    38     1     0    47    86    41   137
 7.70     28     0    65     0     0     0     0     0     0     0     0     0
 7.40     19     0    76     0     0     0     0     0     0     0     0     0
 7.10      0     0    61     0     0     0     0     0     0     0     0     0
 6.80      0     0   106     0     0     0     0     0     0     0     0     0
                             # Region BH
                      # ( 04h  35m  -69d  30m )
10.20      0     0     3     0     0     3     0     0     8    65    53    80
10.00      0     0     3     0     0     3     0     0     5    41    28    55
 9.80      0     0     3     0     0     4     0     0     6     0     0    13
 9.60      0     0     5     0     0     7     0     0    11    38    22    55
 9.40      0     0    13    13     0    31    16     0    34   129   112   147
 9.20      0     0    15     0     0    12    20     4    38    42    26    59
 9.00      0     0     9     0     0    10     0     0    13     0     0    16
 8.80      0     0    14     0     0    15     0     0    15    18     0    38
 8.60      0     0    19     0     0    25    40    12    71    13     0    40
 8.40      0     0    26     0     0    29     0     0    33    16     0    57
 8.20      0     0    31     0     0    31     0     0    41    25     0    81
 8.00      0     0    40     0     0    47     0     0    57   274   212   344
 7.70     31     0    72     0     0     0     0     0     0     0     0     0
 7.40      2     0    61     0     0     0     0     0     0     0     0     0
 7.10      0     0    65     0     0     0     0     0     0     0     0     0
 6.80      0     0   113     0     0     0     0     0     0     0     0     0
                             # Region BI
                      # ( 04h  35m  -69d  05m )
10.20      0     0     3     0     0     3     0     0     7    46    36    58
10.00      0     0     2     0     0     3     0     0     6     0     0    10
 9.80      0     0     3     0     0     4     0     0     7    27    15    39
 9.60      0     0     3     0     0     6     0     0    10     4     0    18
 9.40      0     0     7     0     0    13    68    54    84    61    46    75
 9.20      0     0    13     0     0    11    13     0    27    19     6    33
 9.00      0     0    11     0     0    12     0     0    13    11     0    24
